source_block,cue_id,start_seconds,end_seconds,text
992,992,2566.89,2569.529,decir ir en contra de todo realmente es
993,993,2569.529,2572.979,todo llámese familia llámese 2 a todos
994,994,2572.979,2574.989,porque incluso muchas veces tu precio a
995,995,2574.989,2577.059,pagar es la soledad es el desprecio
996,996,2577.059,2578.949,muchas veces ha sido humillación o sea
997,997,2578.949,2581.859,han sido cosas fuertes pero dime quién
998,998,2581.859,2583.079,en su sano juicio
999,999,2583.079,2585.309,permite esas cosas cuantos
1000,1000,2585.309,2587.349,heterosexuales los permiten cuantos
1001,1001,2587.349,2590.229,centros sexuales aguantarían esas cosas
1002,1002,2590.229,2593.019,con tal de ir por tú por tu autenticidad
1003,1003,2593.019,2595.39,con tal de ir por tu por tus sueños por
1004,1004,2595.39,2597.579,tu manera de vivir por tu por dignificar
1005,1005,2597.579,2600.429,tu manera de vivir de responder porque
1006,1006,2600.429,2603.029,te voy a preguntar
1007,1007,2603.029,2606.819,a ti que te dicen pero a escondidas pero
1008,1008,2606.819,2609.669,no digas que esto es como tener el valor
1009,1009,2609.669,2612.249,de decir de reconocer que te atrae una
1010,1010,2612.249,2615.13,persona trans no creas que el ser muy
1011,1011,2615.13,2617.529,hombrecito es andar por ahí violentando
1012,1012,2617.529,2620.38,o sea no justamente demuestra que tú a
1013,1013,2620.38,2621.939,los que creen que el ser hombre es
1014,1014,2621.939,2625.21,violento agresivos o sean ojalá tengan
1015,1015,2625.21,2627.94,el valor de reconocer cuando una mujer
1016,1016,2627.94,2630.76,trans o una persona trans incluso un
1017,1017,2630.76,2632.98,hombre gay después de parecer atractivos
1018,1018,2632.98,2635.23,al menos para una noche y te puede decir
1019,1019,2635.23,2638.23,que por ejemplo no me ha tocado este
1020,1020,2638.23,2640.119,hombre que me quiera presumir o por
1021,1021,2640.119,2641.53,ejemplo
1022,1022,2641.53,2642.79,en este momento no estoy buscando
1023,1023,2642.79,2644.89,parejas la verdad entonces yo también
1024,1024,2644.89,2648.19,que soy como que apenas tuvo una
1025,1025,2648.19,2650.17,relación fugaz con un niño de la ciudad
1026,1026,2650.17,2653.14,de mexico de hecho era todo lo contrario
1027,1027,2653.14,2656.22,a lo que yo quería
1028,1028,2656.5,2658.609,prácticamente me dijo que era mucho para
1029,1029,2658.609,2659.59,ella
1030,1030,2659.59,2661.94,como un hombre no tolera la idea de
1031,1031,2661.94,2665.72,haber preparado a una mujer asegura él
1032,1032,2665.72,2668.18,sigue bien inyecta esa forma que tiene
1033,1033,2668.18,2670.1,que depender del don de hecho fue un
1034,1034,2670.1,2673.28,gran un gran tema entre él y yo porque
1035,1035,2673.28,2675.89,él llegó a mi vida cuando pase con una
1036,1036,2675.89,2678.89,situación como de tipo crisis y yo pues
1037,1037,2678.89,2681.619,no estoy pidiendo o sea relax yo veo que
1038,1038,2681.619,2683.81,ayudó como lo hago no porque dije no te
1039,1039,2683.81,2685.73,quiero o sea si no será como el cráter o
1040,1040,2685.73,2686.869,preciosa no quiero que cobre a sus
1041,1041,2686.869,2688.79,necesidad de ir a las necesidades
1042,1042,2688.79,2690.47,emocionales las estás cubriendo bien y
1043,1043,2690.47,2692.51,me gusta y por sutil estar contigo deja
1044,1044,2692.51,2694.13,que yo cobra lo demás y eso era algo que
1045,1045,2694.13,2695.78,le afectaba mucho porque él es un ser
1046,1046,2695.78,2697.55,con un cuidador entonces eso fue lo que
1047,1047,2697.55,2699.47,al final me dijo eso le estaba
1048,1048,2699.47,2701.09,acomodando en su ego no como en su
1049,1049,2701.09,2703.39,masculinidad
1050,1050,2704.44,2706.99,y me ha pasado varias veces eso sabes
1051,1051,2706.99,2709.44,que proteger y
1052,1052,2709.44,2711.67,que planean ser como los de la energía
1053,1053,2711.67,2714.76,fuerte de los que prácticamente la trans
1054,1054,2714.76,2717.66,en la vestida o el
1055,1055,2717.66,2720.25,travesti lado el game bueno
1056,1056,2720.25,2723.31,prácticamente se ponen de suponer de de
1057,1057,2723.31,2725.44,tapete para que me usen se limpian y se
1058,1058,2725.44,2728.97,vayan y pues yo no sea yo
1059,1059,2728.97,2732.03,el muro de berlín y
1060,1060,2732.03,2734.349,entonces por eso es que terminan yéndose
1061,1061,2734.349,2737.05,o sea eso sí es una realidad y te digo
1062,1062,2737.05,2739.0,algo hasta la fecha es cuestión sexual
1063,1063,2739.0,2740.589,no ha habido alguien así que te diga yo
1064,1064,2740.589,2742.569,me he hecho explotar sin necesidad de
1065,1065,2742.569,2745.42,hacerme cosa por eso tiene que ser como
1066,1066,2745.42,2747.67,un tema muy muy complicado en en los
1067,1067,2747.67,2750.089,hombres sé que es difícil para ellos
1068,1068,2750.089,2752.98,afrontarse como llevando una vida y
1069,1069,2752.98,2754.54,fíjate que lo puedo relacionar al
1070,1070,2754.54,2756.01,travestismo porque por ejemplo han
1071,1071,2756.01,2757.75,llevado a lo mejor una vida hetero que
1072,1072,2757.75,2759.28,yo lo puedo anclar como al llevar una
1073,1073,2759.28,2761.26,vida gay al momento de salir del closet
1074,1074,2761.26,2763.599,con una mujer trans es como el llevo una
1075,1075,2763.599,2765.91,vida no sé si estoy preparado para que
1076,1076,2765.91,2767.5,la gente me juzgue de esta manera o
1077,1077,2767.5,2770.529,verme yo con una mujer trans a saber al
1078,1078,2770.529,2773.319,decirlo yo estoy como en una vida gay no
1079,1079,2773.319,2776.319,sé si estoy preparado para verme como en
1080,1080,2776.319,2779.019,una vida trans soy una persona muy
1081,1081,2779.019,2780.969,fuerte es una persona muy resiliente soy
1082,1082,2780.969,2782.68,una persona que generó independencia
1083,1083,2782.68,2784.479,absolutamente en todo incluso está en lo
1084,1084,2784.479,2786.999,sexual con juguetes y demás el primer
1085,1085,2786.999,2788.709,orgasmo que he tenido me lo regale yo
1086,1086,2788.709,2790.359,sabes
1087,1087,2790.359,2792.609,comparto lo que dice ser no es alguien a
1088,1088,2792.609,2793.949,los hombres no son una necesidad
1089,1089,2793.949,2796.66,neurólogo entonces es como ellos no
1090,1090,2796.66,2800.68,puede satisfacer sí exacto está todo o
1091,1091,2800.68,2803.289,sea yo que si esta maravilla entonces no
1092,1092,2803.289,2806.109,vital y quizás ese resultado fue cuando
1093,1093,2806.109,2808.869,dije gracias a ese momento empezó a
1094,1094,2808.869,2811.089,generar dependencia sexual pues no nos
1095,1095,2811.089,2812.89,dejáis chinguen a su madre yo no tengo
1096,1096,2812.89,2814.89,necesidad de contarle un sabes
1097,1097,2814.89,2818.319,pero cuando y cuando cuando cuando éste
1098,1098,2818.319,2820.359,no pues ya valió madre esto porque pues
1099,1099,2820.359,2822.369,siente ser adiós inalcanzable
1100,1100,2822.369,2823.95,ahorita es grave
1101,1101,2823.95,2826.309,[Música]
1102,1102,2826.309,2828.739,si estoy contigo es porque me gustas
1103,1103,2828.739,2830.719,porque a lo mejor te más de sabroso pero
1104,1104,2830.719,2832.099,eso no quiere decir que me voy a aclarar
1105,1105,2832.099,2834.319,tus sentimientos ni a ti ni exactamente
1106,1106,2834.319,2838.029,nada más hacemos la cochinada y te vas
1107,1107,2838.029,2840.969,y ya hablamos es para la misma necesito
1108,1108,2840.969,2844.13,digo yo llevo como cinco o seis y muchas
1109,1109,2844.13,2845.42,de eso me dice como weiss pues pensando
1110,1110,2845.42,2847.849,tus mejores años para hacer cosas así
1111,1111,2847.849,2849.619,sin hacer cosas así
1112,1112,2849.619,2851.299,esperes que eso es un tabú vos a la
1113,1113,2851.299,2853.16,sexualidad shoppings que la vida es la
1114,1114,2853.16,2855.469,experimenta solo sabes o la puedes vivir
1115,1115,2855.469,2857.989,tu sólo entonces el creerse debe estar
1116,1116,2857.989,2859.579,en una relación para disfrutar la
1117,1117,2859.579,2861.229,sexualidad lo que también es un error te
1118,1118,2861.229,2863.089,genera esa dependencia pasaron las cosas
1119,1119,2863.089,2865.069,diferentes porque vuelvo a lo mismo con
1120,1120,2865.069,2866.809,todo el aprendizaje con tal experiencia
1121,1121,2866.809,2868.819,con toda la trayectoria pues si tuve
1122,1122,2868.819,2869.989,mucho aprendizaje
1123,1123,2869.989,2872.66,entonces dije estaba yo elijo no
1124,1124,2872.66,2874.91,sabotear esta relación estaba yo elijo
1125,1125,2874.91,2877.579,hacer las cosas completamente diferentes
1126,1126,2877.579,2880.039,cuando yo formalizado tuvimos muy buena
1127,1127,2880.039,2881.539,comunicación tuvimos muy buen
1128,1128,2881.539,2884.059,entendimiento y sobre el motivo
1129,1129,2884.059,2886.64,y lo vi a los ojos y le dije neta perdón
1130,1130,2886.64,2888.709,perdóname voy a hacer las cosas bien
1131,1131,2888.709,2890.539,contigo y tengo que hacer una pregunta
1132,1132,2890.539,2893.17,en él si quieres ser mi novio
1133,1133,2893.17,2895.4,y luego él me dice yo te tengo que hacer
1134,1134,2895.4,2898.839,otra pregunta tienes vagina
1135,1135,2898.959,2901.309,y es servín obvia y ya si ve que
1136,1136,2901.309,2903.109,llorando los dos y demás sabrosa es que
1137,1137,2903.109,2905.229,entonces aprendizaje también en
1138,1138,2905.229,2907.88,elegir ver a las personas ya como
1139,1139,2907.88,2909.739,maestros de vida y no como verdugos
1140,1140,2909.739,2911.42,entonces si hoy en día por ejemplo
1141,1141,2911.42,2913.16,poniendo como ya en una balanza la
1142,1142,2913.16,2915.38,relación tipo decir que fue una relación
1143,1143,2915.38,2917.089,bonita aunque fue fugaz y demás fue una
1144,1144,2917.089,2920.119,relación bonita una relación donde el
1145,1145,2920.119,2922.819,vino a enseñar más cosas pero sobre todo
1146,1146,2922.819,2926.779,me vino a reafirmar quién soy yo como
1147,1147,2926.779,2930.019,persona quién soy yo como pareja en qué
1148,1148,2930.019,2932.299,lugar está mi lealtad y todo lo que
1149,1149,2932.299,2934.91,puedo ofrecer o sea yo lo presume de que
1150,1150,2934.91,2936.89,en redes sociales espante a todo mi
1151,1151,2936.89,2939.44,ganado con eso te digo todo
1152,1152,2939.44,2941.51,ya mí me vale ahora yo estaba muy feliz
1153,1153,2941.51,2943.46,estábamos estrecha y demás entonces
1154,1154,2943.46,2945.56,cuando hice todo eso que quede como
1155,1155,2945.56,2947.99,pende no porque al final yo mandándoles
1156,1156,2947.99,2949.88,de ola desaparecido a los jóvenes y los
1157,1157,2949.88,2952.13,gays mandan al archivo pero digo bueno
1158,1158,2952.13,2954.08,por alguna razón pero vuelvo a lo mismo
1159,1159,2954.08,2955.97,no me arrepiento porque soy te dejo
1160,1160,2955.97,2958.31,cosas e hizo a darle cuenta en donde
1161,1161,2958.31,2960.68,estaba y hacia donde quiero llegar con
1162,1162,2960.68,2962.36,alguien y todo lo que esté dispuesta a
1163,1163,2962.36,2964.22,hacer por alguien y a dar creo que eso
1164,1164,2964.22,2966.8,es una buena forma de ver las vivencias
1165,1165,2966.8,2969.11,sean buenas malas afortunadas no tan
1166,1166,2969.11,2971.3,afortunadas como que puedo aprender de
1167,1167,2971.3,2974.11,aquí que me llevo de esta experiencia
1168,1168,2974.11,2978.56,y me gusta mucho cómo piensas o si estás
1169,1169,2978.56,2980.53,pensando qué es lo que más te conviene
1170,1170,2980.53,2982.7,cuál es la forma en la que tú podrás
1171,1171,2982.7,2984.76,estar más seguro segura
1172,1172,2984.76,2987.47,sacarte bien feliz como eres y eso está
1173,1173,2987.47,2989.09,padre eso creo que es para digno de
1174,1174,2989.09,2991.9,ponerlo como ejemplo y
1175,1175,2991.9,2995.21,entonces cómo te reconoces de yo algo
1176,1176,2995.21,2997.67,esto yo soy esto creo que es algo muy
1177,1177,2997.67,2999.65,válido y que todos tenemos que hacer
1178,1178,2999.65,3001.72,todos tenemos que abrazar esa parte de
1179,1179,3001.72,3005.17,yo me reconozco por esto yo valgo esto
1180,1180,3005.17,3006.369,el correcto de esta parte en la que
1181,1181,3006.369,3008.2,dices no como el hecho de abrazarnos
1182,1182,3008.2,3010.18,realmente desde hace cuántos no te
1183,1183,3010.18,3012.819,abrazas no se deshace en cuanto lo que
1184,1184,3012.819,3014.829,dices cosas bonitas esto es cuando yo
1185,1185,3014.829,3016.69,mayor consciente de eso creo que fue
1186,1186,3016.69,3018.339,donde empezaron a cambiar las cosas
1187,1187,3018.339,3020.29,porque pues en mí solamente había juicio
1188,1188,3020.29,3023.74,y yo era como juzgaba muy feo todo ha
1189,1189,3023.74,3027.16,sido un proceso ahora porque hoy en día
1190,1190,3027.16,3030.43,lo mejor expert habilidad y gracias a
1191,1191,3030.43,3032.89,dios gracias a mi esfuerzo gracias a mi
1192,1192,3032.89,3036.19,valentía hoy tengo y me ha costado mucho
1193,1193,3036.19,3038.049,visita una persona con trastornos
1194,1194,3038.049,3041.079,alimenticios por ejemplo si fuimos al
1195,1195,3041.079,3043.42,filme cortaba güeyos había un jinete que
1196,1196,3043.42,3045.91,los dos os dar la quitina personas con
1197,1197,3045.91,3048.43,depresión es fuerte tal vez una persona
1198,1198,3048.43,3050.799,que esté pensó en el suicidio entonces
1199,1199,3050.799,3054.16,eso tampoco quiere decir que si en esos
1200,1200,3054.16,3056.079,momentos pues estás pasando por algún
1201,1201,3056.079,3059.049,tema parecido no quiere decir que no
1202,1202,3059.049,3061.299,puedas llegar en un momento estar feliz
1203,1203,3061.299,3063.93,y amarte
1204,1204,3063.93,3066.39,va a ser un proceso largo pero si se
1205,1205,3066.39,3068.61,puede ir te vas a armar y te vas a
1206,1206,3068.61,3070.68,querer y te vas a querer bonito y te vas
1207,1207,3070.68,3073.68,a dar cuenta que el mayor amor a hacer
1208,1208,3073.68,3076.05,para usted es básicamente el amor o de
1209,1209,3076.05,3078.18,llegar aquí y no me refiero como el tema
1210,1210,3078.18,3080.43,de pareja igual lo mejor sino en estos
1211,1211,3080.43,3083.4,momentos les echo wright a que se vaya
1212,1212,3083.4,3087.09,pero hoy en día tipo decir que soy una
1213,1213,3087.09,3090.72,persona bendecida armada por por mi
1214,1214,3090.72,3093.09,familia por mis sobrinos que me
1215,1215,3093.09,3095.79,llenan el alma por mis hermanos pero mi
1216,1216,3095.79,3098.88,fan por mi mamá por mis amigos por por
1217,1217,3098.88,3101.61,el trabajo por mis clientas por el elche
1218,1218,3101.61,3103.71,el cómo les trabajo el agradecimiento
1219,1219,3103.71,3106.62,los detalles que tienen conmigo
1220,1220,3106.62,3109.14,y puedo y lo único que podría decir hoy
1221,1221,3109.14,3112.58,en día a mi yo presente es gracia no
1222,1222,3112.58,3115.41,gracias por todo lo que fuiste gracias
1223,1223,3115.41,3117.45,por todo lo que eres y gracias por todo
1224,1224,3117.45,3119.76,lo que sea creo que eso es como en como
1225,1225,3119.76,3123.96,mi mi resumen a 27 años gracias gracias
1226,1226,3123.96,3125.34,por aguantar
1227,1227,3125.34,3127.5,y gracias por esforzarte también no
1228,1228,3127.5,3130.74,entonces por descargar 90 conclusiones y
1229,1229,3130.74,3132.96,eso creo que es la cndh el punto el
1230,1230,3132.96,3135.56,cáncer amables con nosotros
1231,1231,3135.56,3138.39,muchas veces creo que permitimos o nos
1232,1232,3138.39,3141.359,preocupa más la otra persona porque oye
1233,1233,3141.359,3143.13,te digo yo también tabla horita así que
1234,1234,3143.13,3145.98,sin móvil muy estable muy 7 años soltero
1235,1235,3145.98,3149.13,pero o se pregunta en el inicio se puede
1236,1236,3149.13,3151.2,el punto es que quieras y que noten
1237,1237,3151.2,3153.839,victimice es grandote ahí en ya no puedo
1238,1238,3153.839,3156.75,hacer nada pues te quiera es ciertamente
1239,1239,3156.75,3160.02,mucho me case increíble en por algo todo
1240,1240,3160.02,3161.52,esto nos encontramos de la forma que
1241,1241,3161.52,3163.349,están contados
1242,1242,3163.349,3166.74,mira yo creo que él obviamente no vas a
1243,1243,3166.74,3168.54,conocer a una persona en ese tiempo no
1244,1244,3168.54,3171.359,pero mira así en este momento mi
1245,1245,3171.359,3173.94,historia mi conversación mi energía a mí
1246,1246,3173.94,3177.51,mi voluntad mi amor te sirve de algo le
1247,1247,3177.51,3180.66,sirve de algo a esto escuchando tómenlo
1248,1248,3180.66,3182.609,no trance
1249,1249,3182.609,3186.21,acéptenlo y en verdad lo único que puedo
1250,1250,3186.21,3188.43,decirles es que deseo que toda la
1251,1251,3188.43,3190.38,felicidad llega a ustedes en esta
1252,1252,3190.38,3193.38,tranquilidad de la emocionalidad que
1253,1253,3193.38,3195.51,despierta el amor si este estado cerrado
1254,1254,3195.51,3198.27,si este estado dormido y que lesione
1255,1255,3198.27,3200.43,dirección en la vida pero que es como lo
1256,1256,3200.43,3202.92,único que puedo desear para ustedes
1257,1257,3202.92,3205.349,muchas gracias a mí me agradó mucho que
1258,1258,3205.349,3207.329,está contigo dijiste cosas muy bonitas
1259,1259,3207.329,3210.24,que espero que hasta bailaron le pueden
1260,1260,3210.24,3212.609,llegar a más personas en efecto me
1261,1261,3212.609,3214.73,agrada la idea
1262,1262,3214.73,3216.51,iguales
1263,1263,3216.51,3219.2,pues muchas gracias por la invitación
1264,1264,3219.2,3221.1,[Risas]
1265,1265,3221.1,3240.849,[Música]
1266,1266,3244.58,3247.24,[Risas]
1267,1267,3247.24,3250.01,y hasta aquí el episodio para el día de
1268,1268,3250.01,3250.72,hoy
1269,1269,3250.72,3253.12,después de esta enriquecedora
1270,1270,3253.12,3255.35,conversación que se tuvo con romina
1271,1271,3255.35,3257.33,espero que quede una visión más amplia
1272,1272,3257.33,3260.36,sobre las diferentes formas y las
1273,1273,3260.36,3262.84,diferentes posibilidades en que se puede
1274,1274,3262.84,3267.95,experimentar vivir o identificar el
1275,1275,3267.95,3271.79,travestismo como una identidad muchas
1276,1276,3271.79,3275.06,veces éste no querer hacer la transición
1277,1277,3275.06,3278.21,no es por un tema de no sentirlo en tu
1278,1278,3278.21,3279.92,interior sino que únicamente el
1279,1279,3279.92,3282.71,detenerte a pensar si en verdad estás
1280,1280,3282.71,3286.04,lista listo o lista para vivir con esa
1281,1281,3286.04,3290.27,adecuación corporal en el día a día
1282,1282,3290.27,3292.43,déjenme saber sus comentarios dudas
1283,1283,3292.43,3294.77,preguntas a través de las redes sociales
1284,1284,3294.77,3297.05,las encuentran como rob el podcast del
1285,1285,3297.05,3299.0,eje del té q voy a adicionar un link en
1286,1286,3299.0,3300.68,la descripción del episodio para que
1287,1287,3300.68,3302.75,puedan llegar a cada una de ellas se
1288,1288,3302.75,3304.67,pueden quedar online y compartir con
1289,1289,3304.67,3306.32,suscribirse en youtube a ayudar mucho
1290,1290,3306.32,3308.27,para que toda esta información pueda
1291,1291,3308.27,3311.15,llegar a más personas y de esta manera
1292,1292,3311.15,3313.34,nos encaminemos a hacer esa sociedad que
1293,1293,3313.34,3316.31,vive incluye respeta y es empática con
1294,1294,3316.31,3318.38,la diversidad no me queda más que
1295,1295,3318.38,3319.91,recordarles que mi nombre es oscar olmos
1296,1296,3319.91,3321.53,así que nos escuchamos en el próximo
1297,1297,3321.53,3323.6,episodio para continuar construyendo
1298,1298,3323.6,3327.46,conocimiento derribando prejuicios
1299,1299,3330.75,3333.889,[Aplausos]
